2 --> {1=219, 2=223, 3=223, 4=223, 5=223, 6=219, 7=223, 8=223, 9=223, 10=223, 11=223, 12=223, 13=223}
418 --> {1=16183, 2=16183, 3=16186, 4=16189, 5=16182, 6=16182, 7=16200, 8=16200, 9=16189, 10=16189, 11=16186, 12=16184, 13=16183}
419 --> {1=16223, 2=16218, 3=16218, 4=16224, 5=16218, 6=16220, 7=16238, 8=16238, 9=16228, 10=16228, 11=16218, 12=16218, 13=16227}
420 --> {1=16269, 2=16255, 3=16262, 4=16261, 5=16261, 6=16261, 7=16279, 8=16271, 9=16257, 10=16257, 11=16262, 12=16255, 13=16270}
422 --> {1=16331, 2=16331, 3=16326, 4=16327, 5=16327, 6=16327, 7=16338, 8=16357, 9=16325, 10=16325, 11=16336, 12=16331, 13=16326}
423 --> {1=16391, 2=16368, 3=16394, 4=16400, 5=16392, 6=16369, 7=16380, 8=16396, 9=16400, 10=16400, 11=16395, 12=16368, 13=16394}
424 --> {1=16405, 2=16405, 3=16405, 4=16408, 5=16408, 6=16408, 7=16425, 8=16407, 9=16423, 10=16423, 11=16405, 12=16411, 13=16412}
425 --> {1=16437, 2=16437, 3=16437, 4=16438, 5=16437, 6=16438, 7=16437, 8=16437, 9=16437, 10=16437, 11=16437, 12=16437, 13=16437}
426 --> {1=16451, 2=16451, 3=16459, 4=16468, 5=16471, 6=16450, 7=16453, 8=16451, 9=16453, 10=16453, 11=16470, 12=16451, 13=16466}
428 --> {1=16512, 2=16526, 3=16515, 4=16537, 5=16537, 6=16537, 7=16518, 8=16544, 9=16514, 10=16514, 11=16524, 12=16526, 13=16526}
431 --> {1=16615, 2=16632, 3=16634, 4=16616, 5=16616, 6=16616, 7=16641, 8=16640, 9=16623, 10=16623, 11=16634, 12=16632, 13=16628}
433 --> {1=16685, 2=16685, 3=16670, 4=16671, 5=16683, 6=16683, 7=16671, 8=16680, 9=16671, 10=16671, 11=16663, 12=16685, 13=16670}
434 --> {1=16702, 2=16702, 3=16702, 4=16702, 5=16702, 6=16695, 7=16702, 8=16702, 9=16695, 10=16702, 11=16702, 12=16702, 13=16702}
436 --> {1=16760, 2=16753, 3=16780, 4=16750, 5=16759, 6=16775, 7=16767, 8=16762, 9=16750, 10=16750, 11=16780, 12=16753, 13=16769}
437 --> {1=16787, 2=16787, 3=16784, 4=16797, 5=16797, 6=16797, 7=16781, 8=16783, 9=16781, 10=16781, 11=16801, 12=16787, 13=16787}
438 --> {1=16803, 2=16803, 3=16803, 4=16803, 5=16803, 6=16803, 7=16803, 8=16803, 9=16803, 10=16803, 11=16803, 12=16803, 13=16803}
439 --> {1=16812, 2=16812, 3=16806, 4=16824, 5=16807, 6=16811, 7=16813, 8=16813, 9=16821, 10=16821, 11=16818, 12=16812, 13=16806}
440 --> {1=16853, 2=16853, 3=16838, 4=16834, 5=16840, 6=16829, 7=16847, 8=16852, 9=16834, 10=16834, 11=16835, 12=16853, 13=16838}
441 --> {1=16882, 2=16880, 3=16868, 4=16891, 5=16891, 6=16891, 7=16872, 8=16872, 9=16878, 10=16878, 11=16868, 12=16880, 13=16880}
442 --> {1=16914, 2=16906, 3=16906, 4=16909, 5=16909, 6=16908, 7=16898, 8=16905, 9=16904, 10=16904, 11=16907, 12=16901, 13=16906}
443 --> {1=16939, 2=16946, 3=16946, 4=16943, 5=16943, 6=16943, 7=16942, 8=16942, 9=16940, 10=16940, 11=16948, 12=16946, 13=16936}
445 --> {1=16987, 2=16970, 3=16986, 4=16976, 5=16976, 6=16976, 7=16980, 8=16968, 9=16965, 10=16965, 11=16986, 12=16970, 13=16981}
446 --> {1=16995, 2=16995, 3=16995, 4=16996, 5=16996, 6=16996, 7=16996, 8=16995, 9=16996, 10=16996, 11=16995, 12=16994, 13=16995}
447 --> {1=17024, 2=17024, 3=17004, 4=17010, 5=17010, 6=17010, 7=17007, 8=17007, 9=17006, 10=17006, 11=17004, 12=17024, 13=17024}
448 --> {1=17030, 2=17030, 3=17051, 4=17032, 5=17032, 6=17032, 7=17031, 8=17040, 9=17031, 10=17031, 11=17046, 12=17030, 13=17038}
449 --> {1=17070, 2=17054, 3=17062, 4=17064, 5=17064, 6=17064, 7=17063, 8=17063, 9=17064, 10=17064, 11=17062, 12=17054, 13=17068}
450 --> {1=17080, 2=17080, 3=17080, 4=17080, 5=17080, 6=17080, 7=17080, 8=17080, 9=17080, 10=17080, 11=17080, 12=17080, 13=17080}
451 --> {1=17089, 2=17083, 3=17091, 4=17099, 5=17099, 6=17099, 7=17100, 8=17100, 9=17099, 10=17085, 11=17091, 12=17083, 13=17083}
452 --> {1=17109, 2=17109, 3=17109, 4=17109, 5=17109, 6=17109, 7=17109, 8=17109, 9=17109, 10=17109, 11=17109, 12=17109, 13=17109}
453 --> {1=17141, 2=17141, 3=17136, 4=17133, 5=17133, 6=17133, 7=17115, 8=17130, 9=17113, 10=17113, 11=17136, 12=17141, 13=17117}
454 --> {1=17172, 2=17155, 3=17171, 4=17173, 5=17173, 6=17173, 7=17147, 8=17147, 9=17150, 10=17150, 11=17171, 12=17155, 13=17149}
455 --> {1=17192, 2=17189, 3=17181, 4=17202, 5=17202, 6=17202, 7=17182, 8=17193, 9=17182, 10=17182, 11=17184, 12=17189, 13=17181}
457 --> {1=17342, 2=17328, 3=17328, 4=17314, 5=17314, 6=17314, 7=17327, 8=17313, 9=17330, 10=17330, 11=17328, 12=17331, 13=17328}
458 --> {1=17359, 2=17372, 3=17364, 4=17349, 5=17352, 6=17352, 7=17351, 8=17351, 9=17349, 10=17349, 11=17355, 12=17372, 13=17364}
459 --> {1=17390, 2=17390, 3=17401, 4=17391, 5=17401, 6=17392, 7=17397, 8=17397, 9=17396, 10=17396, 11=17401, 12=17390, 13=17390}
460 --> {1=17446, 2=17425, 3=17410, 4=17424, 5=17424, 6=17424, 7=17408, 8=17425, 9=17408, 10=17408, 11=17425, 12=17425, 13=17410}
461 --> {1=17452, 2=17452, 3=17456, 4=17456, 5=17461, 6=17461, 7=17456, 8=17452, 9=17456, 10=17456, 11=17461, 12=17459, 13=17465}
463 --> {1=17538, 2=17522, 3=17522, 4=17512, 5=17512, 6=17512, 7=17517, 8=17517, 9=17512, 10=17510, 11=17522, 12=17522, 13=17513}
464 --> {1=17559, 2=17559, 3=17559, 4=17571, 5=17571, 6=17578, 7=17547, 8=17547, 9=17555, 10=17555, 11=17559, 12=17559, 13=17563}
466 --> {1=17626, 2=17626, 3=17621, 4=17641, 5=17641, 6=17641, 7=17634, 8=17622, 9=17634, 10=17634, 11=17621, 12=17626, 13=17626}
467 --> {1=17657, 2=17657, 3=17661, 4=17650, 5=17661, 6=17645, 7=17650, 8=17648, 9=17650, 10=17650, 11=17661, 12=17648, 13=17657}
468 --> {1=17709, 2=17709, 3=17668, 4=17692, 5=17692, 6=17692, 7=17674, 8=17667, 9=17669, 10=17669, 11=17668, 12=17706, 13=17664}
469 --> {1=17733, 2=17719, 3=17725, 4=17734, 5=17734, 6=17734, 7=17725, 8=17719, 9=17734, 10=17725, 11=17727, 12=17727, 13=17716}
470 --> {1=17767, 2=17767, 3=17767, 4=17744, 5=17744, 6=17744, 7=17738, 8=17767, 9=17738, 10=17738, 11=17767, 12=17767, 13=17767}
472 --> {1=17799, 2=17799, 3=17800, 4=17798, 5=17798, 6=17798, 7=17804, 8=17827, 9=17798, 10=17798, 11=17800, 12=17815, 13=17809}
473 --> {1=17847, 2=17834, 3=17830, 4=17839, 5=17861, 6=17861, 7=17831, 8=17844, 9=17839, 10=17839, 11=17830, 12=17834, 13=17834}
474 --> {1=17877, 2=17877, 3=17877, 4=17872, 5=17871, 6=17871, 7=17872, 8=17877, 9=17872, 10=17872, 11=17883, 12=17876, 13=17877}
475 --> {1=17920, 2=17916, 3=17900, 4=17907, 5=17907, 6=17907, 7=17898, 8=17898, 9=17897, 10=17897, 11=17916, 12=17916, 13=17914}
476 --> {1=17931, 2=17931, 3=17957, 4=17933, 5=17933, 6=17933, 7=17952, 8=17941, 9=17944, 10=17944, 11=17957, 12=17971, 13=17931}
477 --> {1=17974, 2=17999, 3=17996, 4=17981, 5=17973, 6=17998, 7=17979, 8=17987, 9=17981, 10=17981, 11=17973, 12=17999, 13=17977}
479 --> {1=18049, 2=18048, 3=18059, 4=18052, 5=18052, 6=18052, 7=18045, 8=18042, 9=18045, 10=18045, 11=18059, 12=18048, 13=18051}
480 --> {1=18095, 2=18095, 3=18107, 4=18077, 5=18107, 6=18089, 7=18079, 8=18079, 9=18090, 10=18090, 11=18094, 12=18095, 13=18095}
482 --> {1=18198, 2=18198, 3=18218, 4=18203, 5=18203, 6=18203, 7=18195, 8=18195, 9=18204, 10=18204, 11=18218, 12=18198, 13=18232}
483 --> {1=18238, 2=18238, 3=18257, 4=18235, 5=18235, 6=18235, 7=18251, 8=18251, 9=18236, 10=18236, 11=18259, 12=18238, 13=18257}
484 --> {1=18293, 2=18293, 3=18297, 4=18321, 5=18321, 6=18321, 7=18295, 8=18314, 9=18272, 10=18272, 11=18316, 12=18318, 13=18293}
485 --> {1=18336, 2=18333, 3=18339, 4=18336, 5=18336, 6=18336, 7=18338, 8=18336, 9=18336, 10=18336, 11=18338, 12=18339, 13=18335}
486 --> {1=18346, 2=18346, 3=18344, 4=18341, 5=18342, 6=18349, 7=18340, 8=18340, 9=18341, 10=18341, 11=18344, 12=18343, 13=18346}
487 --> {1=18379, 2=18379, 3=18390, 4=18383, 5=18383, 6=18383, 7=18389, 8=18395, 9=18369, 10=18369, 11=18390, 12=18371, 13=18394}
488 --> {1=18422, 2=18422, 3=18423, 4=18409, 5=18409, 6=18409, 7=18432, 8=18417, 9=18412, 10=18412, 11=18418, 12=18422, 13=18421}
489 --> {1=18453, 2=18452, 3=18452, 4=18452, 5=18454, 6=18451, 7=18455, 8=18452, 9=18455, 10=18454, 11=18452, 12=18453, 13=18448}
490 --> {1=18462, 2=18462, 3=18462, 4=18459, 5=18458, 6=18460, 7=18463, 8=18462, 9=18458, 10=18462, 11=18462, 12=18462, 13=18462}
491 --> {1=18464, 2=18464, 3=18471, 4=18482, 5=18482, 6=18482, 7=18473, 8=18495, 9=18473, 10=18473, 11=18493, 12=18464, 13=18471}
492 --> {1=18506, 2=18506, 3=18506, 4=18507, 5=18506, 6=18507, 7=18506, 8=18507, 9=18506, 10=18507, 11=18506, 12=18506, 13=18506}
493 --> {1=18529, 2=18511, 3=18537, 4=18516, 5=18516, 6=18516, 7=18513, 8=18548, 9=18545, 10=18545, 11=18510, 12=18511, 13=18519}
494 --> {1=18569, 2=18569, 3=18559, 4=18565, 5=18565, 6=18565, 7=18551, 8=18569, 9=18551, 10=18551, 11=18559, 12=18569, 13=18563}
495 --> {1=18575, 2=18575, 3=18575, 4=18575, 5=18575, 6=18575, 7=18575, 8=18576, 9=18575, 10=18575, 11=18575, 12=18575, 13=18575}
496 --> {1=18614, 2=18614, 3=18614, 4=18599, 5=18599, 6=18599, 7=18577, 8=18577, 9=18578, 10=18578, 11=18586, 12=18614, 13=18614}
497 --> {1=18648, 2=18648, 3=18646, 4=18621, 5=18621, 6=18621, 7=18622, 8=18641, 9=18616, 10=18616, 11=18648, 12=18648, 13=18646}
498 --> {1=18661, 2=18661, 3=18672, 4=18652, 5=18652, 6=18652, 7=18657, 8=18657, 9=18670, 10=18670, 11=18661, 12=18661, 13=18672}
499 --> {1=18695, 2=18695, 3=18687, 4=18710, 5=18706, 6=18706, 7=18682, 8=18682, 9=18710, 10=18710, 11=18701, 12=18695, 13=18687}
500 --> {1=18723, 2=18744, 3=18717, 4=18715, 5=18715, 6=18715, 7=18730, 8=18752, 9=18730, 10=18730, 11=18728, 12=18744, 13=18717}
501 --> {1=18761, 2=18761, 3=18761, 4=18764, 5=18764, 6=18764, 7=18762, 8=18786, 9=18762, 10=18762, 11=18761, 12=18759, 13=18761}
502 --> {1=18792, 2=18801, 3=18813, 4=18805, 5=18805, 6=18805, 7=18800, 8=18791, 9=18800, 10=18800, 11=18813, 12=18801, 13=18794}
503 --> {1=18828, 2=18828, 3=18828, 4=18828, 5=18828, 6=18828, 7=18828, 8=18828, 9=18828, 10=18828, 11=18828, 12=18828, 13=18828}
504 --> {1=18842, 2=18842, 3=18842, 4=18829, 5=18829, 6=18829, 7=18832, 8=18829, 9=18832, 10=18832, 11=18842, 12=18842, 13=18842}
506 --> {1=18870, 2=18850, 3=18861, 4=18847, 5=18868, 6=18868, 7=18849, 8=18849, 9=18847, 10=18847, 11=18853, 12=18850, 13=18861}
507 --> {1=18872, 2=18874, 3=18889, 4=18883, 5=18883, 6=18883, 7=18877, 8=18882, 9=18876, 10=18876, 11=18878, 12=18874, 13=18889}
509 --> {1=18914, 2=18914, 3=18906, 4=18920, 5=18920, 6=18920, 7=18923, 8=18923, 9=18907, 10=18907, 11=18926, 12=18910, 13=18928}
510 --> {1=18940, 2=18940, 3=18957, 4=18937, 5=18956, 6=18956, 7=18937, 8=18950, 9=18937, 10=18937, 11=18957, 12=18940, 13=18940}
511 --> {1=18996, 2=18996, 3=18996, 4=18987, 5=18987, 6=18987, 7=18997, 8=18997, 9=19002, 10=19002, 11=18996, 12=19003, 13=18996}
513 --> {1=19051, 2=19051, 3=19063, 4=19053, 5=19053, 6=19053, 7=19059, 8=19059, 9=19065, 10=19065, 11=19080, 12=19084, 13=19051}
514 --> {1=19097, 2=19097, 3=19097, 4=19088, 5=19088, 6=19088, 7=19096, 8=19089, 9=19086, 10=19086, 11=19097, 12=19097, 13=19097}
515 --> {1=19153, 2=19149, 3=19141, 4=19135, 5=19136, 6=19155, 7=19122, 8=19129, 9=19117, 10=19117, 11=19125, 12=19149, 13=19133}
517 --> {1=19213, 2=19218, 3=19218, 4=19208, 5=19208, 6=19208, 7=19214, 8=19215, 9=19214, 10=19214, 11=19218, 12=19218, 13=19218}
518 --> {1=19232, 2=19232, 3=19232, 4=19231, 5=19231, 6=19231, 7=19229, 8=19232, 9=19231, 10=19231, 11=19232, 12=19232, 13=19232}
519 --> {1=19248, 2=19248, 3=19257, 4=19234, 5=19236, 6=19236, 7=19251, 8=19266, 9=19235, 10=19235, 11=19242, 12=19248, 13=19257}
520 --> {1=19280, 2=19280, 3=19279, 4=19272, 5=19284, 6=19284, 7=19283, 8=19290, 9=19272, 10=19272, 11=19281, 12=19280, 13=19287}
521 --> {1=19314, 2=19311, 3=19311, 4=19303, 5=19304, 6=19304, 7=19303, 8=19308, 9=19303, 10=19303, 11=19301, 12=19311, 13=19311}
522 --> {1=19328, 2=19326, 3=19317, 4=19337, 5=19337, 6=19337, 7=19345, 8=19333, 9=19323, 10=19323, 11=19330, 12=19326, 13=19326}
523 --> {1=19380, 2=19380, 3=19383, 4=19361, 5=19361, 6=19361, 7=19359, 8=19370, 9=19358, 10=19358, 11=19369, 12=19380, 13=19380}
524 --> {1=19409, 2=19407, 3=19395, 4=19390, 5=19390, 6=19390, 7=19391, 8=19396, 9=19391, 10=19391, 11=19395, 12=19407, 13=19407}
525 --> {1=19412, 2=19412, 3=19414, 4=19421, 5=19421, 6=19421, 7=19422, 8=19422, 9=19418, 10=19418, 11=19414, 12=19412, 13=19442}
526 --> {1=19470, 2=19452, 3=19450, 4=19447, 5=19447, 6=19447, 7=19473, 8=19473, 9=19460, 10=19460, 11=19454, 12=19452, 13=19450}
527 --> {1=19483, 2=19483, 3=19483, 4=19485, 5=19483, 6=19485, 7=19483, 8=19483, 9=19483, 10=19483, 11=19483, 12=19483, 13=19483}
528 --> {1=19518, 2=19516, 3=19517, 4=19498, 5=19498, 6=19498, 7=19497, 8=19502, 9=19497, 10=19497, 11=19517, 12=19520, 13=19516}
529 --> {1=19529, 2=19544, 3=19543, 4=19551, 5=19551, 6=19551, 7=19540, 8=19531, 9=19530, 10=19530, 11=19556, 12=19544, 13=19544}
530 --> {1=19571, 2=19568, 3=19568, 4=19567, 5=19567, 6=19567, 7=19567, 8=19568, 9=19567, 10=19567, 11=19568, 12=19568, 13=19568}
531 --> {1=19602, 2=19580, 3=19577, 4=19576, 5=19576, 6=19576, 7=19592, 8=19592, 9=19593, 10=19593, 11=19577, 12=19580, 13=19580}
532 --> {1=19613, 2=19613, 3=19613, 4=19665, 5=19665, 6=19665, 7=19615, 8=19615, 9=19646, 10=19646, 11=19613, 12=19663, 13=19613}
533 --> {1=19702, 2=19668, 3=19666, 4=19670, 5=19670, 6=19670, 7=19672, 8=19678, 9=19696, 10=19696, 11=19707, 12=19668, 13=19700}
536 --> {1=19823, 2=19823, 3=19808, 4=19809, 5=19809, 6=19809, 7=19811, 8=19804, 9=19807, 10=19807, 11=19846, 12=19832, 13=19808}
537 --> {1=19863, 2=19863, 3=19864, 4=19850, 5=19864, 6=19881, 7=19880, 8=19880, 9=19850, 10=19850, 11=19864, 12=19863, 13=19853}
538 --> {1=19886, 2=19886, 3=19886, 4=19887, 5=19907, 6=19907, 7=19905, 8=19901, 9=19887, 10=19887, 11=19886, 12=19907, 13=19886}
539 --> {1=19914, 2=19914, 3=19914, 4=19929, 5=19929, 6=19929, 7=19912, 8=19930, 9=19921, 10=19921, 11=19913, 12=19914, 13=19914}
540 --> {1=20001, 2=20001, 3=19963, 4=19971, 5=19971, 6=19971, 7=20000, 8=19945, 9=19989, 10=19989, 11=19963, 12=20001, 13=19974}
542 --> {1=20042, 2=20042, 3=20042, 4=20042, 5=20042, 6=20042, 7=20042, 8=20042, 9=20042, 10=20042, 11=20042, 12=20042, 13=20042}
543 --> {1=20046, 2=20047, 3=20044, 4=20050, 5=20050, 6=20050, 7=20055, 8=20049, 9=20070, 10=20070, 11=20044, 12=20047, 13=20047}
544 --> {1=20098, 2=20119, 3=20080, 4=20114, 5=20114, 6=20114, 7=20084, 8=20084, 9=20090, 10=20090, 11=20085, 12=20119, 13=20116}
545 --> {1=20139, 2=20139, 3=20162, 4=20144, 5=20144, 6=20144, 7=20148, 8=20153, 9=20148, 10=20148, 11=20162, 12=20139, 13=20139}
546 --> {1=20175, 2=20175, 3=20175, 4=20167, 5=20195, 6=20168, 7=20164, 8=20171, 9=20164, 10=20164, 11=20196, 12=20175, 13=20175}
549 --> {1=20304, 2=20304, 3=20304, 4=20309, 5=20309, 6=20303, 7=20298, 8=20311, 9=20298, 10=20298, 11=20304, 12=20304, 13=20305}
552 --> {1=20369, 2=20369, 3=20369, 4=20370, 5=20368, 6=20369, 7=20369, 8=20370, 9=20369, 10=20368, 11=20369, 12=20370, 13=20369}
553 --> {1=20379, 2=20379, 3=20379, 4=20383, 5=20379, 6=20387, 7=20383, 8=20379, 9=20383, 10=20383, 11=20379, 12=20379, 13=20379}
554 --> {1=20421, 2=20421, 3=20421, 4=20422, 5=20422, 6=20422, 7=20420, 8=20421, 9=20420, 10=20420, 11=20421, 12=20421, 13=20421}
555 --> {1=20454, 2=20436, 3=20437, 4=20429, 5=20429, 6=20429, 7=20447, 8=20460, 9=20428, 10=20428, 11=20436, 12=20452, 13=20437}
556 --> {1=20468, 2=20468, 3=20470, 4=20478, 5=20478, 6=20478, 7=20471, 8=20480, 9=20471, 10=20471, 11=20470, 12=20468, 13=20468}
557 --> {1=20497, 2=20497, 3=20481, 4=20507, 5=20495, 6=20495, 7=20491, 8=20483, 9=20491, 10=20491, 11=20492, 12=20483, 13=20497}
558 --> {1=20521, 2=20521, 3=20518, 4=20519, 5=20518, 6=20519, 7=20519, 8=20524, 9=20519, 10=20519, 11=20518, 12=20533, 13=20521}
559 --> {1=20544, 2=20544, 3=20544, 4=20543, 5=20543, 6=20543, 7=20545, 8=20545, 9=20541, 10=20541, 11=20544, 12=20544, 13=20544}
560 --> {1=20549, 2=20562, 3=20552, 4=20547, 5=20547, 6=20547, 7=20553, 8=20553, 9=20550, 10=20550, 11=20555, 12=20562, 13=20552}
561 --> {1=20565, 2=20565, 3=20578, 4=20575, 5=20571, 6=20571, 7=20566, 8=20580, 9=20575, 10=20575, 11=20573, 12=20565, 13=20586}
562 --> {1=20592, 2=20592, 3=20594, 4=20598, 5=20598, 6=20598, 7=20599, 8=20592, 9=20595, 10=20595, 11=20594, 12=20594, 13=20592}
564 --> {1=20669, 2=20669, 3=20643, 4=20652, 5=20652, 6=20652, 7=20676, 8=20675, 9=20659, 10=20659, 11=20669, 12=20669, 13=20643}
565 --> {1=20698, 2=20686, 3=20688, 4=20694, 5=20694, 6=20694, 7=20682, 8=20691, 9=20696, 10=20696, 11=20703, 12=20686, 13=20697}
566 --> {1=20716, 2=20716, 3=20716, 4=20716, 5=20716, 6=20716, 7=20716, 8=20716, 9=20716, 10=20716, 11=20716, 12=20716, 13=20716}
567 --> {1=20729, 2=20729, 3=20724, 4=20723, 5=20723, 6=20723, 7=20726, 8=20719, 9=20721, 10=20721, 11=20736, 12=20729, 13=20724}
568 --> {1=20744, 2=20744, 3=20748, 4=20750, 5=20750, 6=20750, 7=20746, 8=20750, 9=20746, 10=20746, 11=20768, 12=20743, 13=20748}
569 --> {1=20779, 2=20779, 3=20779, 4=20785, 5=20772, 6=20772, 7=20785, 8=20800, 9=20785, 10=20785, 11=20779, 12=20772, 13=20779}
570 --> {1=20850, 2=20850, 3=20846, 4=20835, 5=20832, 6=20815, 7=20820, 8=20858, 9=20835, 10=20835, 11=20816, 12=20850, 13=20846}
571 --> {1=20866, 2=20866, 3=20864, 4=20865, 5=20864, 6=20865, 7=20865, 8=20866, 9=20865, 10=20865, 11=20864, 12=20866, 13=20866}
572 --> {1=20888, 2=20888, 3=20878, 4=20880, 5=20880, 6=20880, 7=20876, 8=20882, 9=20873, 10=20873, 11=20875, 12=20888, 13=20878}
573 --> {1=20900, 2=20900, 3=20904, 4=20907, 5=20919, 6=20919, 7=20903, 8=20908, 9=20907, 10=20907, 11=20913, 12=20900, 13=20904}
574 --> {1=20968, 2=20941, 3=20944, 4=20966, 5=20966, 6=20966, 7=20946, 8=20953, 9=20946, 10=20946, 11=20943, 12=20941, 13=20944}
575 --> {1=20987, 2=20987, 3=20987, 4=20993, 5=20987, 6=20987, 7=20993, 8=20993, 9=20993, 10=20993, 11=20987, 12=20987, 13=20987}
576 --> {1=21006, 2=21006, 3=21002, 4=21003, 5=21012, 6=21004, 7=21012, 8=21006, 9=21012, 10=21012, 11=21002, 12=21006, 13=21002}
577 --> {1=21027, 2=21027, 3=21027, 4=21019, 5=21027, 6=21017, 7=21028, 8=21028, 9=21019, 10=21019, 11=21027, 12=21027, 13=21027}
579 --> {1=21052, 2=21053, 3=21053, 4=21053, 5=21053, 6=21053, 7=21053, 8=21049, 9=21053, 10=21053, 11=21053, 12=21049, 13=21052}
580 --> {1=21057, 2=21058, 3=21058, 4=21058, 5=21055, 6=21058, 7=21056, 8=21055, 9=21055, 10=21058, 11=21056, 12=21056, 13=21057}
582 --> {1=21076, 2=21076, 3=21076, 4=21080, 5=21080, 6=21072, 7=21080, 8=21081, 9=21080, 10=21080, 11=21076, 12=21076, 13=21076}
583 --> {1=21084, 2=21084, 3=21084, 4=21084, 5=21084, 6=21084, 7=21084, 8=21084, 9=21084, 10=21084, 11=21084, 12=21084, 13=21084}
585 --> {1=21107, 2=21107, 3=21103, 4=21103, 5=21107, 6=21104, 7=21107, 8=21104, 9=21107, 10=21104, 11=21107, 12=21107, 13=21103}
586 --> {1=21116, 2=21116, 3=21116, 4=21118, 5=21122, 6=21122, 7=21112, 8=21112, 9=21118, 10=21118, 11=21116, 12=21127, 13=21116}
589 --> {1=21230, 2=21230, 3=21190, 4=21236, 5=21236, 6=21236, 7=21204, 8=21304, 9=21184, 10=21184, 11=21197, 12=21353, 13=21263}
590 --> {1=21391, 2=21391, 3=21380, 4=21365, 5=21365, 6=21365, 7=21366, 8=21381, 9=21366, 10=21366, 11=21392, 12=21391, 13=21367}
591 --> {1=21427, 2=21427, 3=21415, 4=21431, 5=21431, 6=21431, 7=21418, 8=21478, 9=21432, 10=21432, 11=21415, 12=21470, 13=21427}
592 --> {1=21511, 2=21511, 3=21508, 4=21512, 5=21512, 6=21512, 7=21523, 8=21542, 9=21523, 10=21523, 11=21553, 12=21511, 13=21519}
593 --> {1=21562, 2=21565, 3=21565, 4=21565, 5=21560, 6=21564, 7=21565, 8=21565, 9=21565, 10=21565, 11=21565, 12=21560, 13=21565}
594 --> {1=21567, 2=21568, 3=21568, 4=21568, 5=21568, 6=21568, 7=21568, 8=21568, 9=21568, 10=21567, 11=21568, 12=21568, 13=21568}
595 --> {1=21576, 2=21576, 3=21594, 4=21593, 5=21593, 6=21593, 7=21570, 8=21606, 9=21575, 10=21575, 11=21597, 12=21576, 13=21576}
596 --> {1=21631, 2=21614, 3=21612, 4=21634, 5=21634, 6=21634, 7=21607, 8=21650, 9=21607, 10=21607, 11=21624, 12=21614, 13=21611}
598 --> {1=21712, 2=21712, 3=21704, 4=21701, 5=21701, 6=21701, 7=21698, 8=21698, 9=21697, 10=21697, 11=21710, 12=21712, 13=21704}
599 --> {1=21737, 2=21737, 3=21737, 4=21735, 5=21735, 6=21735, 7=21730, 8=21735, 9=21730, 10=21730, 11=21737, 12=21752, 13=21737}
600 --> {1=21760, 2=21758, 3=21758, 4=21760, 5=21760, 6=21760, 7=21760, 8=21757, 9=21760, 10=21760, 11=21758, 12=21757, 13=21760}
602 --> {1=21774, 2=21772, 3=21771, 4=21775, 5=21775, 6=21775, 7=21770, 8=21772, 9=21770, 10=21770, 11=21771, 12=21772, 13=21772}
604 --> {1=21869, 2=21869, 3=21880, 4=21865, 5=21865, 6=21865, 7=21889, 8=21893, 9=21873, 10=21873, 11=21880, 12=21869, 13=21867}
606 --> {1=21972, 2=21972, 3=21963, 4=21970, 5=21981, 6=21981, 7=21960, 8=21960, 9=21970, 10=21970, 11=21962, 12=21972, 13=21961}
607 --> {1=21991, 2=22000, 3=22022, 4=21992, 5=21992, 6=21992, 7=22039, 8=22036, 9=21994, 10=21994, 11=22022, 12=22000, 13=22028}
609 --> {1=22122, 2=22122, 3=22122, 4=22113, 5=22122, 6=22122, 7=22113, 8=22125, 9=22113, 10=22113, 11=22117, 12=22122, 13=22115}
612 --> {1=22189, 2=22189, 3=22189, 4=22185, 5=22189, 6=22189, 7=22187, 8=22187, 9=22189, 10=22189, 11=22189, 12=22189, 13=22186}
613 --> {1=22195, 2=22200, 3=22196, 4=22195, 5=22195, 6=22195, 7=22196, 8=22196, 9=22192, 10=22192, 11=22200, 12=22200, 13=22200}
614 --> {1=22214, 2=22214, 3=22214, 4=22212, 5=22212, 6=22212, 7=22213, 8=22212, 9=22213, 10=22213, 11=22214, 12=22214, 13=22215}
615 --> {1=22222, 2=22222, 3=22222, 4=22222, 5=22222, 6=22222, 7=22222, 8=22222, 9=22222, 10=22222, 11=22222, 12=22222, 13=22222}
616 --> {1=22246, 2=22246, 3=22237, 4=22228, 5=22257, 6=22257, 7=22265, 8=22249, 9=22228, 10=22228, 11=22239, 12=22246, 13=22224}
617 --> {1=22286, 2=22286, 3=22289, 4=22270, 5=22270, 6=22270, 7=22271, 8=22271, 9=22293, 10=22293, 11=22284, 12=22286, 13=22305}
618 --> {1=22311, 2=22311, 3=22311, 4=22313, 5=22308, 6=22322, 7=22312, 8=22320, 9=22308, 10=22308, 11=22328, 12=22311, 13=22311}
619 --> {1=22346, 2=22346, 3=22340, 4=22344, 5=22351, 6=22351, 7=22376, 8=22348, 9=22349, 10=22349, 11=22340, 12=22346, 13=22375}
620 --> {1=22394, 2=22394, 3=22396, 4=22397, 5=22397, 6=22397, 7=22383, 8=22394, 9=22397, 10=22383, 11=22396, 12=22394, 13=22394}
621 --> {1=22403, 2=22403, 3=22406, 4=22430, 5=22430, 6=22430, 7=22402, 8=22416, 9=22402, 10=22402, 11=22415, 12=22403, 13=22406}
